연도,부처명,담당부서명,세부사업명,사업내용,훈련기관,훈련대상
2015,산업통상자원부,산업인력과,1· 산업기술인재양성/ _엔지니어링전문인력양성/2· 나노융합기술인력양성/3· 해양플랜트전문인력양성/4· 창의산업융합 특성화인재양성/ _Leader 급 창의융합인재 양성/5· 패션봉제인력양성/6· 기업연계형연구개발인력양성/7· 하이브리드 및 슈퍼 섬유 소재 /  전문인력양성/8· 뿌리산업 전문기술 인력양성/9· 환경규제 및 안전 전문인력양성/10· 바이오제조GMP 기술인력양성/11· 산업·융합연계형로봇창의/    인재양성/12· 디스플레이장비부품 전문/   인력양성/13· 건설기계산업R&D 전문인력양성/    _일반대학원 석사과정/14· 수송기기조명 핵심기술 전문인력/   양성/15· 창조·혁신형디자인 고급인력양성 /16· 재활과학기술 전문인력양성/17· 한국형기술경영 전문인력양성,"1· 엔지니어링 전문인력 양성: 엔지니어링 분야 고부가가치 핵심역량을 겸비한 /   엔지니어링 고급인력 양성(전문대학원 지원, 특성화대학원 지원, 엔지니어링 /  개발 연구 센터 지원)/2· 나노융합기술 인력양성: 나노인프라의 첨단장비를 활용하여 특성화고생을 대상/   으로 기업현장에 직접 활용 가능한 나노공정/측정/분석장비 실습교육/3· 해양플랜트 전문인력 양성: 국내 해양플랜트산업 고부가가치화에 필요한 특성화/   대학 지원 등 전문인력양성 지원/4· 창의산업융합특성화 인재양성: 인문·기술의 다학제적 융합화 능력을 갖춘 산업/   융합 핵심인력 양성(산학융합 특성화대학원 계속지원)/5· 패션봉제인력양성: 글로벌 생산체계를 기반으로 SPA 브랜드 성장에 따라 디자인//   기획 /패턴/고급봉제/유통 및 IT기술 활용능력을 갖춘 융합형 패션봉제 인재 양성/6· 기업연계형 연구개발인력양성: 중소·중견기업·대학원 컨소시엄을 통한 공동 /   프로젝트수행 및 성과중심 학위 수여 등 기업주도의 산학협력/7· 하이브리드 및 슈퍼섬유소재 전문인력양성: 미래 첨단산업과 하이브리드 섬유제조/   전문인력 양성 및 전후방 연계형 하이브리드 모듈화 교육 /8· 뿌리산업전문기술 인력양성: 융합 기술역량 및 현장기술력을 갖춘 뿌리산업기술/   인력 육성·공급 /9· 환경규제및안전전문 인력양성: 화학사고 예방과 환경규제 대응 목적으로 환경안전/   경영 및 화학물질 관리 전문인력 육성/10· 바이오제조 GMP기술인력양성: 바이오제품의 선진 GMP전문인력 수급불균형을 /    해소하고, 창조적인 현장문제 해결능력과 바이오 융·복합역량을 겸비한 인재 양성/11· 산업·융합연계형 로봇창의인재양성: 다양한 산업분야의 신비지니스를 창출하고/    다양한 기술영역 업무수행이 가능한 중소기업 실무형 전문인력 양성/12· 디스플레이장비부품 전문인력양성: 중소·중견기업 중심의 디스플레이 장비부품/   업체 기술경쟁력 강화를 위한 석·박사 인력양성/13· 건설기계산업 R&D전문인력양성: 건설기계 전장화 대응을 위한 IT 융·복합 건설/    기계산업 R&D 전문인력양성 및 고용연계 시스템 구축/14· 수송기기조명핵심기술 전문인력양성: 수송기기 조명산업의 고부가가치화를 위한 /    창의성과 실무능력을 갖춘 친환경·지능형 조명 전문인력 양성 /15· 창조·혁신형디자인고급인력양성: 디자인/엔지니어링 중심의 석·박사급 융합 /   특성화 대학원 육성 및 산학연계 디자인 전문인력 양성/16· 재활과학기술전문인력양성: 재활 및 의료보조기기 관련 기술에 특화된 융합형/    석·박사 연구인력 양성/17· 한국형기술경영전문인력양성: 국가 R&D 및 기술사업화 역량 제고를 위한 기술/    경영 전문대학원 육성 지원","1· 포스텍, 연세대학교, 중앙대학교, /  서울대학교/2· 한국나노기술원(수원), /   대구테크노파크, 나노종합기술원/   (대전), 한국생산기술연구원(광주),/   포항공대산학협력단,/   전자부품연구원(전북)/3· 인하대, 한국해양대, 서울대학교/4· 건국대학교, 단국대학교, /   성균관대학교, 조선대학교, /   한양대학교, 호서대학교/5· (사)한국패션봉제아카데미/6· 경북대, 전북대학교 산학협력단, /   충남대학교/7· 충남대학교, 경북대학교,/   전북대학교 산학협력단/8· 경상대학교, 인하대학교, /   조선대학교, 한국기술교육대학교/9· 아주대학교, 인하대학교, /   호서대학교/10· 대전테크노파크, 생물의약연구원,/   춘천바이오산업진흥원, /   전라북도 생물 산업진흥원,/   단국대학교 천안캠퍼스 산학협력단,/   국민대학교 산학협력단, /   한국산업기술대학교 산학협력단, /   연세대학교 원주캠퍼스 산학협력단/   (총 8개)/11· 부산대학교 산학협력단, /    서울과학기술대학교 산학협력단,/    광운대학교 산학협력단, /    부천산업진흥재단/12· 한국디스플레이산업협회/13· 군산대학교, 인하대학교/14· 부경대학교, 영남대학교/15· (디자인융합전문대학원사업)/    서울과기대, 울산과기대, 한서대,/    (코리아디자인멤버십사업) /   광주 RDC, 대구경북RDC, 부산 RDC/16· 대학/17· 대학(원) 등 ","1· 엔지니어링전문인력양성/  ① 학위과정(석사)/  : 석박사 대학원생 정시모집요강 등/   ②비학위과정(산학과제 및 단기과정)/  : 교육과정 모집공고/2· 나노융합기술인력양성/  : 경쟁선발·서류전형 및 면접전형/   (단, 교육청 추천의 경우 선발전형 /  생략 가능)/3· 해양플랜트인력양성/  : 석박사 대학원생 정시모집요강 등 /4· 창의산업융합 특성화 인재양성/  _ Leader급 창의융합인재 양성/  : 석박사 대학원생 정시모집요강 등/5· 봉제전문인력양성/  :관련분야 숙련경력자 대상/  (관련 대학(원) 졸업자, 재직자 등) /  기술력 심사 및 면접선발/6· 기업연계형연구개발인력양성/  : 석박사 대학원생 정시모집요강 등 /7· 하이브리드 및 슈퍼섬유소재 전문인력/   양성사업/  : 대학 정시모집요강 및 공고 등/8· 뿌리산업전문기술인력양성/  : 석박사 대학원생 정시모집요강 등/9· 환경규제 및 안전전문인력 양성사업/  : 석박사 대학원생 정시모집요강 등/10· 바이오GMP기술인력양성_바이오제조/   GMP 및 바이오융복합 기술인력양성/   과정/  : 대학 정시모집요강 및 공고 등/11· 산업융합연계형로봇창의인재양성/  : 석박사 대학원생 정시모집요강 등 /12· 디스플레이 장비부품 전문인력 양성/  : 석사 대학원생 정시모집요강 등/13· 건설기계R&D전문인력양성/   _일반대학원 석사과정/  : 석박사 대학원생 정시모집요강 등 /14· 수송기기 특화조명 핵심기술 개발/   전문인력 양성사업/  : 석박사 대학원생 정시모집요강 등 /15· 창조혁신형디자인고급인력양성사업 /  ① 디자인·공학 융합 교과 과정 이수/     희망 대학원생/  ② 지역 소재 학부생 및 대학원생/16· 재활산업전문기술인력양성/  : 석박사 대학원생 정시모집요강 등/17· 한국형 기술경영전문인력양성사업/  : 석박사 대학원생 정시모집요강 등"
2015,산업통상자원부,에너지기술과,1· 미래기초인력역량개발/2· 연구개발고급인력지원/3· 산업전문인력역량강화,1· 미래기초인력역량개발: 전력·원자력·신재생 분야 기술 인력의 저변 확대를 위한 /   학부 인력 양성/2· 연구개발고급인력지원: 전력·원자력·신재생분야 고급연구인력 확보를 위한 /   석·박사급 인력 양성/3· 산업전문인력역량강화: 전력·원자력·신재생 분야 산업에 종사하는 분야별 인력양성/  허브 구축 지원,1· 조선대 등 18개 기관 /2· 전북대 등 33개 기관 /3· 전북대 등 5개 기관,"1· 미래기초인력역량강화/ : 공모를 통한 사업자선정, 주관기관 소속/   사업 참여 대학원생/2· 연구개발고급인력지원/ : 공모를 통한 사업자선정, 주관기관 소속/   사업 참여 대학원생/3· 산업전문인력역량강화/ : 공모를 통한 사업자선정, 관련 분야의 /   재직자 중 교육 참여 신청자"
2015,산업통상자원부,에너지기술과,1· 미래기초인력역량개발/2· 연구개발고급인력지원,"  에너지 이용효율 향상, 기후변화 대응, 자원개발 활성화를 위해 우수인력의 에너지/분야진출을 유도, R&D 전문 인력 및 산업 현장 인력을 육성함으로써 국가 에너지 /기술 기반조성",1· 순천제일대 등 23개 기관/2· 국민대 등 20개 기관,공모를 통한 사업자 선정/(주관기관 소속 사업 참여 대학원생)
2015,산업통상자원부,에너지수요관리/정책과/온실가스감축팀,온실가스 등록사업 및 검증기관 /관리 운영 등/ _검증기관 사후관리 및 검증전문/  인력 양성 및 보수교육,  온실가스·에너지목표관리제가 시행됨에 따라 목표관리제의 관리업체에서 제외된 /중소사업장에 대한 온실가스 감축 기반 강화,에너지관리공단,검측업무수행희망자 대상 양성교육과 /재직자 보수교육이 별도로 존재
2015,산업통상자원부,입지총괄과,산학융합 촉진지원,"  산업단지 내에 대학과 기업연구소를 조성하여 산학융합 R&D, 대학의 현장형 교육/등을 지원/1· 근로자 평생학습: 마이스터고, 특성화고 졸업한 재직근로자의 대학입학 특별전형/   제도 도입, 중소기업 계약학과 개설, 동업자 대학설립, 비학위과정 개설 등/2· R&D연계 현장맞춤형교육: 프로젝트 Lab을 통해 현장형 엔지니어 양성, R&D /   인턴십 도입, 비즈니스 랩 구축/3· 중소기업 R&D 역량 강화: 기업수요 기반의 R&D 프로젝트 활성화 및 석박사급 /  연구인력양성(산학융합 RD), 기업연구관 입주 지원 등","컨소시엄(대학, 기업 연구소 등)","마이스터고·특성화고 학생, /중소기업 근로자"
2015,산업통상자원부,전자전기과,해외인증 기술교육,  강화된 의료기기 국제인증(3rd Ed·)획득 지원을 위한 재직자 대상 해외인증 /전문교육/  ①해외인증 재직자 전문 교육: 해외 수출 활성화를 위한 재직자 전문 교육/  ②기업 맞춤형 교육 : 해외 인증 획득 및 기술 관련 기업 수요중심의 현장맞춤형/     교육,"(재)원주의료기기테크노밸리, /한국산업기술시험원, /(재)원주의료기기테크노밸리",① 해외인증 재직자 전문 교육/  : 의료기기 제조업 해외 인증 업무/   담당자 등/② 해외인증 기업 맞춤형 교육/  : 의료기기 제조 기업 대상 지원사업/   공고 후 5개사 선정
2015,산업통상자원부,지역경제총괄과,고교기술인재지원,  마이스터고 및 특성화고 고교기술인재들이 지역혁신기관에 구축된 첨단장비를/활용한 현장맞춤형 실습교육 후 취업 탐색 프로그램과 연계하여 지역우수기업에 정착/할 수 있는 환경 조성,16개 시·도 지역 테크노파크,마이스터고 및 특성화고
2015,산업통상자원부,지역산업과,1· 서울_창조전문인력양성/2· 대구_차세대 임베디드 시스템 육성/3· 경기_지역특화산업전문인력양성/4· 전북_전략산업선도기업육성/   _글로벌 인재 혁신역량 강화 및 /   기업 맞춤형 경영품질향상/5· 지역특화산업전문인력양성/6· 생산 기반 업체 공정 개선 및 /  네트워킹지원 사업/ _현장기술인력양성/7· 생산 기반 업체 공정 개선 및/  네트워킹지원 사업/ _중국 U턴기업 맞춤형 인력양성/8· 산학관협력 통한 맞춤형인력양성,  지역특성화 자원을 활용한 산업구조 고도화 및 투자유치의 촉진·집적을 통한 지역/경제 활성화 촉진,7· 중국U턴 기업맞춤형인력양성/ : 원광보건대학,4· 전략산업선도기업육성/  : 중소·중견기업(10대 전략산업 중심으로/   산업별로 일정기준에 도달한 기업)/7· 중국U턴 기업맞춤형 인력양성/  : 만 18세 이상 미취업자(패션주얼리/   교육생)
2015,산업통상자원부,창의산업정책과,이러닝산업 전문인력양성,  부족한 이러닝 산업인력의 지속 육성 및 이러닝 산업 변화 선도를 위한 계층별 전문/인력양성,(사)한국이러닝산업협회,"1· 이러닝CEO교육/  : 이러닝 CEO/임원 및 융합 가능 산업/   (가상 훈련, 로봇, 전자출판 등) 관련 /   기업 CEO/임원/2· 이러닝직무교육과정"
2015,산업통상자원부,창의혁신지원팀,"(보급확산) 지속적인 사업 보급·확산을 위한 사업운영/1· 공정관리 현장방문 컨설팅 및/   교육_공정관리 기술 집체교육/2· 설계기술 방문 기술지원·교육, /   집체교육_CAE 집체교육/3· e·러닝용 교육컨텐츠 개발 및 /  시스템운영_사이버연수원","  제조산업(중소기업 및 뿌리기업)에서의 품질향상과 불량률 감소를 목적으로 현직 /종사자들과 취업 준비생들의 교육적 역량을 향상 시키고자 정부 주도의 인력양성/교육 실시/1· 공정관리 기술 집체교육 : 제조업체에서 필요로 하는 생산라인의 투입자원 조달 및 /   관리, 프로젝트 수행가능여부 판단 할 수 있는 FOPIS 프로그램 교육/2· CAE 집체교육 : 설계성능검증,  생산방안검증 분야의 각 프로그램에 따른 교육생/   (중소기업 및 뿌리산업) 대상으로 CAE분야에 대한 이론 및 최적화 설계기술교육 /3· 사이버연수원 : 제조기반 설계기술 관련 온라인 교육 시스템을 기반으로 분야별 /   온라인 학습 콘텐츠 제공하여 언제 어디서든 학습이 가능한 교육",1· 기계산업동반성장진흥재단/2· 한국기계산업진흥회/3· 한국기계산업진흥회,"1· 공정관리 기술 집체교육/  : FOPIS 이용자 및 희망자,/2· CAE 집체교육: ISC 이용자 및 희망자,/3· 사이버연수원(14년 9월 오픈)/  : CAE분야 재직자 및 취업 준비생"
2015,산업통상자원부,철강화학과,1· 희소금속 산업육성 인프라구축/ _시험성능평가 기술개발 및 사업/  수행 교육/2· 3D프린팅 기술기반 제조혁신지원/  센터 구축/ _홍보·교육·사업화지원,"1· 희소금속 산업육성 인프라구축새로운 지역성장산업 발전에 시급히 요구되는 핵심 /  인프라 구축을 지원/2· 3D 프린팅 기술 홍보·교육·사업화지원: 3D프린팅 인프라 홍보, 현장인력 전문기술/교육, 제조기반 사업화 지원","정부출연연구기관, /3D프린팅기술기반제조혁신지원센터",생산 제조 분야 관련자
2015,산업통상자원부,총괄기획과,1· 중소기업 FTA활용지원/ _FTA 무역종합지원센터/ _재직자 원산지 교육/2· FTA전문인력 양성/ _FTA 비즈니스 석사과정/3· 대학 FTA 강좌개설 지원/4· FTA 전문컨설턴트 양성/5· FTA 이러닝,"1· 중소기업 FTA활용지원_FTA 무역종합지원센터_재직자 원산지 교육: 중소기업 FTA /  활용실무자를 대상으로 품목분류, 원산지관리실무, 원산지서류작성, 사후검증 대응,/  FTA 전략적 활용방안등 FTA활용 분야 교육 /2· FTA전문인력 양성_FTA 비즈니스 석사과정: 중소기업의 FTA활용을 선도하고 /   정부의 FTA정책을 뒷받침할 석사급 인재 양성/3· 대학 FTA 강좌개설 지원: FTA활용에 필요한 실무지식습득을 위한 과목 개설 및/   운영/4· FTA 전문컨설턴트 양성: 무역을 이해하는 은퇴인력 등을 대상으로 교육을 실시/   하여 분야별 컨설턴트, 전문강사, 중소기업 전문강사 등으로 양성·보급/5· FTA 이러닝: 시간·인력·예산이 부족한 중소기업의 FTA 활용역량 제고와 전문인력 /  양성을 통한 활용기반 구축을 위해 맞춤형·실무형 FTA 이러닝 과정 제공","1· 한국무역협회/2· 7개 대학원/3· 22개 대학/4· KOTRA, 한국무역협회/5· 현대경제연구원 위탁운영/  (FTA 사이버연수원)","1· 재직자 원산지 교육 등(FTA School)/ : 중소기업 FTA 활용 실무자 /2· FTA비즈니스 석사과정/ : 비즈니스 석사과정 입학시험/3· 대학FTA강좌개설/ : 각 대학 개설 강좌 수강을 신청한 학생/4· FTA전문 컨설턴트 양성/ : 무역경험 10년 이상 퇴직 임직원,전문가/5· FTA이러닝/ : 홈페이지에서 강좌에 수강신청한 학생"
2015,산업통상자원부,해외투자과,글로벌기업과 연계한 해외진출 지원/1· 기술·마케팅 교육_기술교육/2· 기술·마케팅 교육_비즈니스 교육,"  마이크로소프트(MS) 등 클라우드 컴퓨팅 서비스 제공 글로벌기업과 연계한 국내 /스타트업 기업(창업 3년 이내)의 글로벌시장으로 진출 지원, 해외진출 희망 국내 /스타트업의 클라우드 기반 IT기술역량과 해외투자환경에 대한 이해와 전문성 제고를/위한 교육실시/1· 기술교육 : Windows Store App Programming, Windows Azure 교육 등/2· 비즈니스 교육 : 해외투자자 대상 설명회 시 설명기술 및 유의사항 교육","1· Microsoft Korea, AWS(아마존 웹/  서비스)/2· 대한무역투자진흥공사",사업 참가 스타트업
